# Menlo Systems Time Domain Spectrometer
# Program Version 1.4.7 
#  Start: -220 ps, Average over 1400 waveforms. Date: 2025-8-25
# Time [ps] 	 THz Signal [a.u.]
-192.80118368	-0.00388647
-192.76782727	-0.00366849
-192.73447086	-0.00354780
-192.70111445	-0.00347395
-192.66775804	-0.00325262
-192.63440163	-0.00326836
-192.60104522	-0.00322902
-192.56768881	-0.00284457
-192.53433240	-0.00268586
-192.50097599	-0.00205175
-192.46761958	-0.00169063
-192.43426317	-0.00149477
-192.40090676	-0.00131163
-192.36755035	-0.00122819
-192.33419394	-0.00100932
-192.30083753	-0.00124673
-192.26748113	-0.00111078
-192.23412472	-0.00133297
-192.20076831	-0.00120025
-192.16741190	-0.00135219
-192.13405549	-0.00170571
-192.10069908	-0.00161647
-192.06734267	-0.00212107
-192.03398626	-0.00210588
-192.00062985	-0.00209538
-191.96727344	-0.00197941
-191.93391703	-0.00200448
-191.90056062	-0.00204207
-191.86720421	-0.00170805
-191.83384780	-0.00144251
-191.80049139	-0.00134896
-191.76713498	-0.00085817
-191.73377857	-0.00055793
-191.70042216	-0.00033505
-191.66706575	-0.00010723
-191.63370934	-0.00015296
-191.60035293	-0.00016328
-191.56699653	-0.00017202
-191.53364012	-0.00016202
-191.50028371	-0.00010423
-191.46692730	-0.00042685
-191.43357089	-0.00074353
-191.40021448	-0.00077685
-191.36685807	-0.00138137
-191.33350166	-0.00150670
-191.30014525	-0.00183356
-191.26678884	-0.00237840
-191.23343243	-0.00280624
-191.20007602	-0.00304929
-191.16671961	-0.00311564
-191.13336320	-0.00342869
-191.10000679	-0.00363583
-191.06665038	-0.00382993
-191.03329397	-0.00378822
-190.99993756	-0.00359594
-190.96658115	-0.00372475
-190.93322474	-0.00358607
-190.89986833	-0.00336434
-190.86651193	-0.00336857
-190.83315552	-0.00268102
-190.79979911	-0.00231130
-190.76644270	-0.00239336
-190.73308629	-0.00225023
-190.69972988	-0.00155161
-190.66637347	-0.00135190
-190.63301706	-0.00102359
-190.59966065	-0.00082082
-190.56630424	-0.00072980
-190.53294783	-0.00039568
-190.49959142	-0.00061177
-190.46623501	-0.00049626
-190.43287860	-0.00066294
-190.39952219	-0.00059753
-190.36616578	-0.00084132
-190.33280937	-0.00068270
-190.29945296	-0.00098357
-190.26609655	-0.00073713
-190.23274014	-0.00075044
-190.19938373	-0.00054330
-190.16602733	-0.00037823
-190.13267092	-0.00049226
-190.09931451	-0.00030643
-190.06595810	-0.00019709
-190.03260169	0.00058376
-189.99924528	0.00046749
-189.96588887	0.00043325
-189.93253246	0.00072161
-189.89917605	0.00103811
-189.86581964	0.00090568
-189.83246323	0.00073737
-189.79910682	0.00086300
-189.76575041	0.00059736
-189.73239400	0.00020794
-189.69903759	0.00005722
-189.66568118	-0.00032802
-189.63232477	-0.00080268
-189.59896836	-0.00115033
-189.56561195	-0.00168011
-189.53225554	-0.00226049
-189.49889914	-0.00268295
-189.46554273	-0.00309463
-189.43218632	-0.00366119
-189.39882991	-0.00410038
-189.36547350	-0.00447135
-189.33211709	-0.00490182
-189.29876068	-0.00530238
-189.26540427	-0.00544853
-189.23204786	-0.00555878
-189.19869145	-0.00562072
-189.16533504	-0.00542773
-189.13197863	-0.00556106
-189.09862222	-0.00532296
-189.06526581	-0.00510966
-189.03190940	-0.00451418
-188.99855299	-0.00436672
-188.96519658	-0.00399123
-188.93184017	-0.00364941
-188.89848376	-0.00320334
-188.86512735	-0.00288545
-188.83177094	-0.00256709
-188.79841454	-0.00247966
-188.76505813	-0.00247979
-188.73170172	-0.00245071
-188.69834531	-0.00229767
-188.66498890	-0.00257706
-188.63163249	-0.00253632
-188.59827608	-0.00258253
-188.56491967	-0.00260820
-188.53156326	-0.00265824
-188.49820685	-0.00289026
-188.46485044	-0.00244299
-188.43149403	-0.00250580
-188.39813762	-0.00204980
-188.36478121	-0.00132819
-188.33142480	-0.00113810
-188.29806839	-0.00069702
-188.26471198	0.00014189
-188.23135557	0.00044831
-188.19799916	0.00125271
-188.16464275	0.00153352
-188.13128634	0.00177191
-188.09792994	0.00234072
-188.06457353	0.00257285
-188.03121712	0.00272980
-187.99786071	0.00265725
-187.96450430	0.00274617
-187.93114789	0.00233690
-187.89779148	0.00203809
-187.86443507	0.00181896
-187.83107866	0.00112024
-187.79772225	0.00087578
-187.76436584	0.00038056
-187.73100943	0.00005194
-187.69765302	-0.00022775
-187.66429661	-0.00081062
-187.63094020	-0.00088413
-187.59758379	-0.00121804
-187.56422738	-0.00148626
-187.53087097	-0.00151990
-187.49751456	-0.00175315
-187.46415815	-0.00174058
-187.43080174	-0.00172978
-187.39744534	-0.00146741
-187.36408893	-0.00110189
-187.33073252	-0.00149096
